block	start	stop	num_variants	num_variants_in	num_variants_in_0.95	num_variants_in_0.5	num_CS95	num_variants_CS95	num_variants_in_CS95	risk	h2_beta_mean	h2_beta_sd
1	202076	1282532	2797	823	0	0	0	0	0	FALSE	3.78186927690971e-5	3.42986177548705e-5
2	1282564	1477709	595	177	0	0	0	0	0	FALSE	6.80133858660755e-6	1.26189434287088e-5
3	1477821	1583600	318	106	0	0	0	0	0	FALSE	3.87000224458524e-6	9.08254952447495e-6
4	1584974	1777423	505	149	0	0	0	0	0	FALSE	1.26800598025943e-4	7.29405510435218e-5
5	1778667	2459105	1312	255	0	0	0	0	0	FALSE	9.06954458255722e-6	1.37030848963842e-5
6	2460168	3073058	1909	451	0	0	0	0	0	FALSE	1.69021485448528e-5	2.03154743505765e-5
7	3074021	3413297	801	196	0	0	0	0	0	FALSE	7.72403796990202e-6	1.28688049565351e-5
8	3414293	3883146	1262	328	0	0	0	0	0	FALSE	1.42174583851012e-5	1.97044822367614e-5
9	3885376	3956160	130	40	0	0	0	0	0	FALSE	1.16743642941355e-6	4.35888407125733e-6
10	3958054	4617141	1868	339	0	0	0	0	0	FALSE	1.54280320597519e-5	2.08032250828193e-5
11	4617817	4745869	373	70	0	0	0	0	0	FALSE	2.75711899012068e-6	7.91717638656029e-6
12	4748071	5644378	2447	550	0	0	0	0	0	FALSE	1.9895958315665e-5	2.12854964947247e-5
13	5645472	5894968	466	128	0	0	0	0	0	FALSE	5.49527722314205e-6	1.26569689686946e-5
14	5895806	6237144	1047	256	0	0	0	0	0	FALSE	9.16436699856352e-6	1.43356033186562e-5
15	6242279	6899374	1892	606	0	0	0	0	0	FALSE	2.7093786019365e-5	2.87938043452922e-5
16	6899412	7679092	2239	575	0	0	0	0	0	FALSE	4.10630249275399e-5	4.58482458795658e-5
17	7682224	8257684	1536	367	0	0	0	0	0	FALSE	2.2726669444426e-5	2.91301962959712e-5
18	8258235	9017266	2416	369	0	0	0	0	0	FALSE	1.40013640219302e-5	1.82394282639924e-5
19	9020424	9188356	349	47	0	0	0	0	0	FALSE	2.39372864721704e-6	8.4776618477017e-6
20	9189039	10111700	2300	456	0	0	0	0	0	FALSE	2.33403814324187e-5	2.94767646816529e-5
21	10112607	10423532	805	200	0	0	0	0	0	FALSE	6.76222309517061e-6	1.15101515810466e-5
22	10424212	11237042	1797	495	0	1	0	0	0	TRUE	2.98838873797095e-4	1.0722958424176e-4
23	11237892	11329512	251	76	0	0	0	0	0	FALSE	6.56620812172245e-5	6.26573323605897e-5
24	11332333	11908166	1882	333	0	0	0	0	0	FALSE	1.22095318029371e-5	1.59345898520955e-5
25	11912050	12273540	1029	220	0	0	0	0	0	FALSE	1.13493040755575e-5	1.92499732314502e-5
26	12274147	12367580	235	81	0	0	0	0	0	FALSE	2.75594524354508e-6	7.09936031223563e-6
27	12368221	13387934	2419	531	0	0	0	0	0	FALSE	2.258303610575e-5	2.50570699581521e-5
28	13392268	13548165	351	65	0	0	0	0	0	FALSE	3.16431797270224e-6	8.6934492271569e-6
29	13553317	14327702	1503	371	0	0	0	0	0	FALSE	1.25667857851058e-5	1.48878074465636e-5
30	14327890	14667551	598	140	0	0	0	0	0	FALSE	4.49161983637175e-6	8.90358175213759e-6
31	14671159	15065843	687	173	0	0	0	0	0	FALSE	6.6425463270492e-6	1.3359572468054e-5
32	15066103	16104631	2815	608	0	0	0	0	0	FALSE	3.67849469418447e-5	3.87590228386393e-5
33	16107068	16487567	917	261	0	0	0	0	0	FALSE	9.93996798924854e-6	1.49936314849473e-5
34	16488433	16808550	740	268	0	0	0	0	0	FALSE	1.61578151629464e-5	2.39174553991698e-5
35	16809107	17382242	1262	311	0	0	0	0	0	FALSE	1.12367468090045e-5	1.61807013868028e-5
36	17386272	17754673	900	202	0	0	0	0	0	FALSE	1.04728942481048e-5	1.74911475273501e-5
37	17755884	19452769	6030	967	0	0	0	0	0	FALSE	5.90375515541803e-5	4.71232236291831e-5
38	19453276	19559996	348	43	0	0	0	0	0	FALSE	1.52966433471584e-6	5.99836095765012e-6
39	19561987	20160671	1402	372	0	0	0	0	0	FALSE	1.45267680127311e-5	2.00688610756183e-5
40	20162878	20205616	137	43	0	0	0	0	0	FALSE	1.15450797878341e-5	3.4643279937016e-5
41	20207013	20235814	61	13	0	0	0	0	0	FALSE	3.35761493295661e-7	2.04855701650564e-6
42	20236756	21289344	2312	549	0	0	0	0	0	FALSE	2.67734666933968e-5	2.7851670056216e-5
43	21291335	21474925	354	116	0	0	0	0	0	FALSE	1.16884371569772e-4	7.64857670261005e-5
44	21478086	21684733	243	63	0	0	0	0	0	FALSE	4.7412229025804e-6	1.28227403040195e-5
45	21685357	22050309	895	264	0	0	0	0	0	FALSE	6.08269430206977e-5	5.73994319312019e-5
46	22056131	22154789	182	43	0	0	0	0	0	FALSE	1.30003027338186e-6	4.89891102364572e-6
47	22155622	23376983	3522	816	0	0	0	0	0	FALSE	1.03292623291218e-4	6.97762886106235e-5
48	23379359	23408624	86	23	0	0	0	0	0	FALSE	7.92488036730525e-7	3.72197992185585e-6
49	23408818	23594993	400	111	0	0	0	0	0	FALSE	4.18462841408262e-6	1.02880810445673e-5
50	23595187	24013531	1743	319	0	0	0	0	0	FALSE	1.53024357089123e-5	2.1704610981832e-5
51	24013893	25030326	3512	787	0	0	0	0	0	FALSE	2.5526243998744e-5	2.16756994555987e-5
52	33904029	36343721	5819	1184	0	0	1	282	6	TRUE	2.09018735915726e-4	8.55554817378504e-5
53	36344875	37060669	2092	484	0	0	0	0	0	FALSE	6.55676339295401e-5	6.86148943560491e-5
54	37061774	37572144	1100	307	0	0	0	0	0	FALSE	4.23855346574184e-5	4.79094799361517e-5
55	37574213	39191566	4480	1027	0	0	0	0	0	FALSE	4.41169104680774e-5	3.42389276849183e-5
56	39193418	39807880	1734	345	0	0	0	0	0	FALSE	1.17442537423679e-5	1.45204743596982e-5
57	39808053	40411700	1812	374	0	0	0	0	0	FALSE	1.38502612126687e-5	1.91061710447122e-5
58	40411949	41442253	2781	684	0	0	0	0	0	FALSE	2.17046555835e-5	2.01330699527044e-5
59	41442376	41475448	57	32	0	0	0	0	0	FALSE	2.65264942152505e-6	1.10391861454057e-5
60	41476560	42105449	1487	402	1	1	1	15	1	TRUE	5.80413338171542e-4	1.36282895768859e-4
61	42106382	42450682	762	153	0	0	0	0	0	FALSE	5.04560604401305e-6	1.03408797629723e-5
62	42454761	43753325	2690	610	0	1	0	0	0	TRUE	2.00388153390864e-4	8.83857620381327e-5
63	43757082	43845468	156	67	0	0	0	0	0	FALSE	5.83029748829244e-6	1.73316734689128e-5
64	43845981	44150209	792	238	0	0	0	0	0	FALSE	9.97364251932521e-6	1.80464607181358e-5
65	44150285	44450749	620	182	0	0	0	0	0	FALSE	7.28910873981933e-6	1.35753968349485e-5
66	44452100	46028327	4674	770	0	0	0	0	0	FALSE	3.14920281662724e-5	2.81370709843065e-5
67	46030130	47228912	2857	630	0	0	0	0	0	FALSE	2.01713301478256e-5	1.97668172133422e-5
68	47230615	47311611	162	43	0	0	0	0	0	FALSE	1.90054548820632e-6	7.0980609401106e-6
