block	start	stop	num_variants	num_variants_in	num_variants_in_0.95	num_variants_in_0.5	num_CS95	num_variants_CS95	num_variants_in_CS95	risk	h2_beta_mean	h2_beta_sd
1	20400	1213094	3121	597	0	0	0	0	0	FALSE	5.81772131443933e-5	5.75539816906573e-5
2	1213668	1279224	114	46	0	1	1	2	2	TRUE	3.36707085011531e-4	1.35066446781278e-4
3	1279701	1551138	585	225	2	6	4	10	6	TRUE	0.00283268621179166	3.27261526545719e-4
4	1551930	2131681	2034	555	1	1	1	1	1	TRUE	7.2271281555502e-4	1.62980009428009e-4
5	2133229	2255093	404	144	0	0	0	0	0	FALSE	8.83657750408038e-6	1.89118904762493e-5
6	2256787	2627822	1250	308	0	0	0	0	0	FALSE	1.81020734844451e-5	2.54567331611469e-5
7	2629282	2981745	935	246	0	0	0	0	0	FALSE	3.2168969858055e-5	4.25674328171478e-5
8	2981767	3361715	1464	404	0	0	0	0	0	FALSE	2.74906624957869e-5	3.17289136469995e-5
9	3363545	3680015	1195	199	0	0	0	0	0	FALSE	5.57642457010472e-6	9.69214786915674e-6
10	3680334	4397105	1818	366	0	0	0	0	0	FALSE	1.96149194580269e-5	2.51646259099309e-5
11	4398411	4582814	169	46	0	0	0	0	0	FALSE	1.78188863689739e-6	6.48998106966718e-6
12	4586935	5137060	1420	340	0	0	0	0	0	FALSE	1.59187148552786e-5	2.16083126048407e-5
13	5140390	5206891	204	69	0	0	0	0	0	FALSE	2.68639248100609e-6	7.39014838951376e-6
14	5208216	5546208	832	190	0	0	0	0	0	FALSE	6.71501780706367e-6	1.16848345111555e-5
15	5546893	5798853	809	160	0	0	0	0	0	FALSE	8.33198131126792e-6	1.64938053704989e-5
16	5800155	6316632	1657	365	0	0	0	0	0	FALSE	1.58358867291423e-5	2.09695383314788e-5
17	6316812	7099621	2571	630	0	0	0	0	0	FALSE	2.46335984857075e-5	2.42812705571127e-5
18	7101299	7850609	1983	417	0	0	0	0	0	FALSE	2.26741805182449e-5	2.81705629120081e-5
19	7852407	8073071	1207	180	0	0	0	0	0	FALSE	9.23368747161788e-6	1.59275916494136e-5
20	8076326	8446336	948	157	0	0	0	0	0	FALSE	6.7631592811147e-6	1.2803122759e-5
21	8449164	9204142	2328	340	0	0	0	0	0	FALSE	1.20829058624079e-5	1.72714663620648e-5
22	9205451	9456954	614	153	0	0	0	0	0	FALSE	5.72546806346313e-6	1.07245921607658e-5
23	9456974	9717894	666	176	0	0	0	0	0	FALSE	6.75415840874921e-6	1.35697917439323e-5
24	9719482	10036432	843	186	0	0	0	0	0	FALSE	1.23861707720896e-5	2.36382359262924e-5
25	10038277	10537113	1040	262	0	0	0	0	0	FALSE	1.10279532037423e-5	1.68888355457795e-5
26	10543978	10965979	1142	224	0	0	0	0	0	FALSE	1.51519532609678e-5	2.42965003557769e-5
27	10966880	11426411	1077	316	0	0	0	0	0	FALSE	2.21647585903946e-5	3.02428650853875e-5
28	11428476	11635854	323	96	0	0	0	0	0	FALSE	4.45254466741651e-6	1.05371279516499e-5
29	11636295	13740435	5046	743	0	0	0	0	0	FALSE	2.55154676353187e-5	2.23180678710488e-5
30	13740976	14067699	1107	242	0	0	0	0	0	FALSE	7.73457440971553e-6	1.18206981073602e-5
31	14070379	14558992	945	244	0	0	0	0	0	FALSE	4.31185317779354e-5	5.05055694090226e-5
32	14561917	14885235	610	164	0	0	0	0	0	FALSE	5.8622236288611e-6	1.13278206459818e-5
33	14887209	16758569	3661	880	0	0	0	0	0	FALSE	3.86711987999486e-5	3.3271245728973e-5
34	16760970	16829397	162	52	0	0	0	0	0	FALSE	1.82128631282273e-6	5.96546190592993e-6
35	16830216	17399710	1664	418	0	0	0	0	0	FALSE	2.15270699054004e-5	2.95071244398925e-5
36	17401187	18046825	1150	255	0	0	0	0	0	FALSE	1.40400919001287e-5	2.09938062921652e-5
37	18051124	18845827	2491	344	0	0	0	0	0	FALSE	2.05997496272523e-5	2.69056006950606e-5
38	18849098	20560208	4153	605	0	0	0	0	0	FALSE	2.80140440939028e-5	2.89120436308098e-5
39	20562555	22153238	3259	520	0	0	0	0	0	FALSE	2.40217458673749e-5	2.63641304007705e-5
40	22154173	23154373	2254	376	0	0	0	0	0	FALSE	2.48175161262679e-5	3.00608030086801e-5
41	23156239	24495464	3978	447	0	0	0	0	0	FALSE	1.56970394665302e-5	1.85550982869591e-5
42	24496045	24838294	938	187	0	0	0	0	0	FALSE	6.60152168578049e-6	1.29711686868246e-5
43	24840816	26358175	4029	701	0	0	0	0	0	FALSE	4.75929207626069e-5	4.28171381093291e-5
44	26361748	27808739	3475	562	0	0	0	0	0	FALSE	2.47919290025425e-5	2.64556013446757e-5
45	27810069	27967828	508	75	0	0	0	0	0	FALSE	3.08531057361586e-6	8.20812713958108e-6
46	27972763	29593955	4746	718	0	0	0	0	0	FALSE	2.69176891346897e-5	2.45180912033096e-5
47	29596136	31093849	5452	884	0	0	0	0	0	FALSE	4.88515025623495e-5	3.9580989600519e-5
48	31095069	31869482	1799	536	0	0	0	0	0	FALSE	3.11358124085803e-5	3.52537146982245e-5
49	31869933	31894679	52	20	0	0	0	0	0	FALSE	1.01479303606314e-6	5.12510995901418e-6
