block	start	stop	num_variants	num_variants_in	num_variants_in_0.95	num_variants_in_0.5	num_CS95	num_variants_CS95	num_variants_in_CS95	risk	h2_beta_mean	h2_beta_sd
1	240963	374636	295	93	0	0	0	0	0	FALSE	6.09388631186757e-6	1.71114580278915e-5
2	375779	525268	422	128	0	0	0	0	0	FALSE	4.89808643757178e-6	1.14367709956878e-5
3	525341	608668	280	94	0	0	0	0	0	FALSE	4.47369013760063e-6	1.19560976107214e-5
4	614967	764389	363	143	0	0	0	0	0	FALSE	5.74454916970874e-6	1.16814652794107e-5
5	765250	1347014	1279	442	0	0	0	0	0	FALSE	1.59436377611289e-5	1.88345325684084e-5
6	1348260	1511112	271	81	0	0	0	0	0	FALSE	2.6051809619895902e-06	7.02966268742544e-6
7	1515982	1711400	224	106	0	0	0	0	0	FALSE	3.02432249154092e-6	7.11687762189026e-6
8	1716228	1761607	51	20	0	0	0	0	0	FALSE	6.54952599429837e-7	3.6258434201668e-6
9	1762413	2098063	645	201	0	0	0	0	0	FALSE	2.57097608952735e-5	3.98889988474002e-5
10	2099551	2537757	1386	376	0	0	0	0	0	FALSE	2.25249863210278e-5	3.03400704873953e-5
11	2538668	2870456	747	194	0	0	0	0	0	FALSE	6.48357192461569e-6	1.10567255314519e-5
12	2875917	3015903	449	96	0	0	0	0	0	FALSE	3.18464856871927e-6	7.82532925712009e-6
13	3020114	3089244	98	45	0	0	0	0	0	FALSE	2.18137642396851e-6	8.38387652426075e-6
14	3090719	3300339	538	142	0	0	0	0	0	FALSE	5.16002519528064e-6	1.15691610078403e-5
15	3306467	3578773	460	205	0	0	0	0	0	FALSE	9.46559275193398e-6	1.68309560223779e-5
16	3579481	3811150	427	135	0	0	0	0	0	FALSE	5.45038917394766e-6	1.14110934134545e-5
17	3812741	4195399	670	190	0	0	0	0	0	FALSE	7.21006999141573e-6	1.27501650347824e-5
18	4196014	4549923	838	203	0	0	0	0	0	FALSE	7.49493477842927e-6	1.33383357094612e-5
19	4553185	5434180	2132	649	0	0	0	0	0	FALSE	2.60711677460305e-5	2.66315320379761e-5
20	5435457	5749595	683	216	0	0	0	0	0	FALSE	1.01728380753092e-5	1.77106186961416e-5
21	5753116	6313812	1487	342	0	0	0	0	0	FALSE	1.21953897457774e-5	1.7135355632366e-5
22	6319510	6507136	704	109	0	0	0	0	0	FALSE	4.02968964282808e-6	9.55207705420764e-6
23	6510178	6745138	625	203	0	0	0	0	0	FALSE	9.35531622630933e-6	1.66048393662704e-5
24	6746450	6818701	197	46	0	0	0	0	0	FALSE	2.34985077384052e-6	8.01946649162991e-6
25	6819058	7244816	1173	293	0	0	0	0	0	FALSE	2.16148652445098e-5	3.51131925480157e-5
26	7251093	7734951	1018	204	0	0	0	0	0	FALSE	8.81032863822426e-6	1.53297818307549e-5
27	7737840	7815467	321	84	0	0	0	0	0	FALSE	5.44243006064381e-6	1.48349231491846e-5
