block	start	stop	num_variants	num_variants_in	num_variants_in_0.95	num_variants_in_0.5	num_CS95	num_variants_CS95	num_variants_in_CS95	risk	h2_beta_mean	h2_beta_sd
1	34713	331427	742	216	0	0	0	0	0	FALSE	2.24818132363712e-5	4.1662043690231e-5
2	511676	575711	88	25	0	0	0	0	0	FALSE	2.1884239038897e-6	1.09670076499247e-5
3	579473	1326061	2321	532	0	1	0	0	0	FALSE	9.8287799094681e-5	7.74470246310366e-5
4	1326858	1353031	62	29	0	0	0	0	0	FALSE	9.94708924877844e-7	4.66087208020759e-6
5	1354993	2481697	3203	742	0	0	0	0	0	FALSE	1.00425888029036e-4	7.03940335528873e-5
6	2482782	2687334	566	158	0	0	0	0	0	FALSE	1.20026073531474e-5	2.28756340505183e-5
7	2687934	3021136	925	255	0	0	0	0	0	FALSE	9.18055112546602e-6	1.31316620703625e-5
8	3021202	3070639	133	47	0	0	0	0	0	FALSE	1.31057774648959e-6	4.69726726069812e-6
9	3071300	4342489	4359	1118	0	0	0	0	0	FALSE	5.34746551169687e-5	4.19813182540559e-5
10	4348843	4424360	230	52	0	0	0	0	0	FALSE	2.65727631491715e-6	8.36019684271047e-6
11	4427068	4750418	926	232	0	0	0	0	0	FALSE	7.51875757612406e-6	1.2210652697156e-5
12	4751039	5415190	1789	498	0	0	0	0	0	FALSE	2.55798853671472e-5	2.82238814182593e-5
13	5416248	5463376	63	32	0	0	0	0	0	FALSE	1.5066825188585e-6	6.06925822662133e-6
14	5466645	6913368	4087	952	0	0	0	0	0	FALSE	4.62116204222699e-5	3.75155549653067e-5
15	6926445	7355115	1764	367	0	0	0	0	0	FALSE	2.09506152854786e-5	2.6773949907833e-5
16	7355509	7868613	1541	333	0	0	0	0	0	FALSE	1.25123897883871e-5	1.68476327800663e-5
17	7870602	7999312	322	96	0	0	0	0	0	FALSE	5.09363445674597e-6	1.12989480377262e-5
18	7999615	8317221	831	250	0	0	0	0	0	FALSE	1.24758751218743e-5	2.01940380055519e-5
19	8319518	8532333	686	146	0	0	0	0	0	FALSE	4.47878542685422e-6	9.5679109769417e-6
20	8532519	8721520	677	103	0	0	0	0	0	FALSE	4.06417501214941e-6	9.31401254021539e-6
21	8721760	8750204	75	27	0	0	0	0	0	FALSE	1.19720240672113e-6	5.37303314268359e-6
22	8751432	9016696	637	194	0	0	0	0	0	FALSE	6.11662950891272e-6	1.02249413664284e-5
23	9019826	9196221	790	175	0	0	0	0	0	FALSE	5.87131714810576e-6	1.0180410041718e-5
24	9201841	9388367	603	118	0	0	0	0	0	FALSE	3.9925235408519e-6	9.78727671149448e-6
25	9390090	9897957	1806	348	0	0	0	0	0	FALSE	1.18397791631677e-5	1.50441625765323e-5
26	9898826	11237600	4261	842	0	0	0	0	0	FALSE	3.31521879926723e-5	3.05663772928779e-5
27	11238626	11675579	1362	361	0	0	0	0	0	FALSE	1.41422324075301e-5	1.77570805908256e-5
28	11676694	12687871	3698	606	0	0	0	0	0	FALSE	2.83221000777215e-5	2.74546005148879e-5
29	12691868	13678116	3600	708	0	0	0	0	0	FALSE	3.2707893774556803e-05	3.17711615159508e-5
30	13678247	14179149	1327	332	0	0	0	0	0	FALSE	1.22243139702303e-5	1.62684740533915e-5
31	14180575	14387103	460	155	0	0	0	0	0	FALSE	7.29791464549048e-6	1.38738933345036e-5
32	14388381	15014981	1531	333	0	0	0	0	0	FALSE	9.91727416119486e-6	1.28473164009773e-5
33	15016017	15880255	2466	630	0	0	0	0	0	FALSE	2.08932273102356e-5	2.04721503745126e-5
34	15881942	16684099	2167	489	0	0	0	0	0	FALSE	2.17731038343224e-5	2.3976054320519e-5
35	16685734	17593666	2167	716	0	0	0	0	0	FALSE	2.62637994194021e-5	2.34995927331818e-5
36	17595038	18934478	2821	834	0	0	0	0	0	FALSE	4.40518441115974e-5	3.87589079546581e-5
37	18934636	19141259	412	114	0	0	0	0	0	FALSE	1.67167675993064e-5	3.07862112196143e-5
38	19141455	20124541	3557	668	0	0	0	0	0	FALSE	3.21906748141875e-5	3.06880988606836e-5
39	20124908	20748378	1817	434	0	0	1	62	8	FALSE	1.7278421553063e-4	9.56193154945636e-5
40	20753657	21729989	2442	731	1	1	1	8	1	TRUE	4.89436071235979e-4	1.31944664035088e-4
41	21730647	22047969	990	357	0	1	0	0	0	FALSE	1.35869598246681e-4	7.8690629350697e-5
42	22048027	22157423	334	129	0	0	0	0	0	FALSE	4.79015461010158e-6	1.17221995122974e-5
43	22158386	22810349	1691	416	0	0	0	0	0	FALSE	1.42536411721513e-5	1.66428137429836e-5
44	22812509	24389093	4546	963	0	0	0	0	0	FALSE	5.67591605705783e-5	4.400140863258e-5
45	24390340	25340369	2597	668	0	0	0	0	0	FALSE	3.30369776736927e-5	3.22401997707824e-5
