block	start	stop	num_variants	num_variants_in	num_variants_in_0.95	num_variants_in_0.5	num_CS95	num_variants_CS95	num_variants_in_CS95	risk	h2_beta_mean	h2_beta_sd
1	68786	693836	1656	216	0	0	0	0	0	FALSE	6.30254821709391e-6	9.87150104355526e-6
2	694336	1524903	2579	540	0	0	0	0	0	FALSE	4.47466840197384e-5	4.52923627325777e-5
3	1525184	3723394	4963	1193	0	0	0	0	0	FALSE	5.66779523980327e-5	4.35584529733566e-5
4	3726293	3869878	366	144	0	0	0	0	0	FALSE	7.29507135144148e-6	1.77723614208235e-5
5	3870057	4362889	1264	271	0	0	0	0	0	FALSE	8.21452147700015e-6	1.25444736410361e-5
6	4363911	5053962	1790	523	0	0	0	0	0	FALSE	2.65120730005144e-5	3.1772218635599e-5
7	5056112	5124443	108	39	0	0	0	0	0	FALSE	1.31849469669113e-6	5.27728915516024e-6
8	5127546	5743053	2409	481	0	0	0	0	0	FALSE	1.86884955706085e-5	2.0682550687982e-5
9	5743781	6142049	1203	456	0	0	0	0	0	FALSE	3.52754865225527e-5	5.02987540124547e-5
10	6142614	6367169	586	196	0	0	0	0	0	FALSE	5.72909688020989e-6	9.85602185726287e-6
11	6367751	6393691	73	29	0	0	0	0	0	FALSE	1.56850465383563e-6	7.58207971811855e-6
12	6396375	6550218	414	123	0	0	0	0	0	FALSE	5.88373490340375e-6	1.32317478021948e-5
13	6552170	6777870	481	179	0	0	0	0	0	FALSE	9.2534973059881e-6	2.01270590256213e-5
14	6785597	7138118	876	231	0	0	0	0	0	FALSE	1.1911771864954e-5	1.83863399935381e-5
15	7140918	7362737	630	235	0	0	0	0	0	FALSE	9.67265567527386e-6	1.5386170023744e-5
16	7363007	7672174	1381	473	0	0	0	0	0	FALSE	1.78281631253921e-5	2.47301914215452e-5
17	7674116	8152994	1619	508	0	0	0	0	0	FALSE	2.23001409957143e-5	2.39707925780144e-5
18	8154534	8554894	1134	302	0	0	0	0	0	FALSE	1.36383617135611e-5	1.94801661437e-5
19	8557799	8732423	427	159	0	0	0	0	0	FALSE	1.1926531436005e-5	2.18134074650194e-5
20	9132946	11049800	6009	931	0	0	0	0	0	FALSE	3.78807762730409e-5	3.19178978014911e-5
21	11050853	11412087	1245	293	0	0	0	0	0	FALSE	2.27701127563204e-5	3.0797589709925e-5
22	11412129	11541667	549	143	0	0	0	0	0	FALSE	4.79678044753119e-6	9.4272869709264e-6
23	11541788	13124794	5219	945	0	0	0	0	0	FALSE	3.89147113912277e-5	3.25255640372236e-5
24	13127327	13788189	2043	349	0	0	0	0	0	FALSE	2.30287034910901e-5	2.91660786473191e-5
25	13788566	13808839	69	20	0	0	0	0	0	FALSE	8.03481473763078e-7	4.53046309815527e-6
26	13809978	14288619	1603	376	0	0	0	0	0	FALSE	2.10981781904248e-5	2.61764456740429e-5
27	14292938	14832866	2013	330	0	0	0	0	0	FALSE	1.20000094488753e-5	1.71742134861011e-5
28	14834237	15922722	2939	625	0	0	0	0	0	FALSE	2.65195016987782e-5	2.59834655497861e-5
29	15927009	16572822	1730	454	0	1	0	0	0	FALSE	9.47204046404081e-5	7.35863320968365e-5
30	16577008	16673412	238	63	0	0	0	0	0	FALSE	2.12697009246362e-6	6.68870124156344e-6
31	16674884	17237387	1415	315	0	0	0	0	0	FALSE	2.40927621260551e-5	3.38293293407942e-5
32	17241284	17279997	52	18	0	0	0	0	0	FALSE	8.41869899981151e-7	4.29051267181234e-6
33	17282037	17549439	718	159	0	0	0	0	0	FALSE	5.53230771810869e-6	1.19631705650624e-5
34	17549780	18840430	3377	547	0	0	0	0	0	FALSE	3.12820273419182e-5	3.35454483943797e-5
35	18840616	20484256	5267	794	0	0	0	0	0	FALSE	2.80704041342747e-5	2.35118608651886e-5
36	20486230	21690492	3753	838	0	0	0	0	0	FALSE	3.18366670251398e-5	2.70188731960215e-5
