block	start	stop	num_variants	num_variants_in	num_variants_in_0.95	num_variants_in_0.5	num_CS95	num_variants_CS95	num_variants_in_CS95	risk	h2_beta_mean	h2_beta_sd
1	753405	1101003	724	164	0	0	0	0	0	FALSE	7.06864760318016e-6	1.46974420716582e-5
2	1105721	1513752	1067	184	0	0	0	0	0	FALSE	7.39047138536225e-6	1.38499233071358e-5
3	1520752	1923507	443	90	0	0	0	0	0	FALSE	3.90154825358387e-6	9.93215315685489e-6
4	1930391	2355563	841	256	0	0	0	0	0	FALSE	1.41444465635868e-5	2.05737846640741e-5
5	2356110	3010703	1270	264	0	0	0	0	0	FALSE	1.9003212789862e-5	2.82435062335438e-5
6	3013522	3115721	251	70	0	0	0	0	0	FALSE	3.47299121716166e-6	9.30003066822891e-6
7	3115813	3271969	352	93	0	0	0	0	0	FALSE	6.445535470279e-6	1.73737728896056e-5
8	3272755	3603650	844	292	0	0	0	0	0	FALSE	2.88395870024149e-5	3.89913728219306e-5
9	3605282	3679775	177	46	0	0	0	0	0	FALSE	5.29893059155378e-6	1.68078467337243e-5
10	3681063	4009793	765	135	0	0	0	0	0	FALSE	3.88501691000284e-6	7.96689726751022e-6
11	4010743	4295547	849	199	0	0	0	0	0	FALSE	6.68952252132296e-6	1.10487912805894e-5
12	4296801	4771695	1634	371	0	0	0	0	0	FALSE	2.15577289395418e-5	2.89589148475366e-5
13	4772717	5088994	915	265	0	0	0	0	0	FALSE	1.18027580918317e-5	2.26813055608454e-5
14	5091631	5310910	604	160	0	0	0	0	0	FALSE	7.61892882684555e-6	1.35353185025413e-5
15	5312165	5574895	608	179	0	0	0	0	0	FALSE	7.28556032841181e-6	1.34308315999903e-5
16	5575910	5631820	116	26	0	0	0	0	0	FALSE	4.44839378337848e-6	1.98672575037302e-5
17	5633390	6217773	1463	399	0	0	0	0	0	FALSE	1.90778800601151e-5	2.38998212488496e-5
18	6221827	7247335	2347	564	0	0	0	0	0	FALSE	2.32846373891652e-5	2.47431600436564e-5
19	7249549	7607204	612	174	0	0	0	0	0	FALSE	9.97422699732203e-6	1.76756226902773e-5
20	7608246	9066695	2569	687	0	0	0	0	0	FALSE	2.68015796040265e-5	2.46489916242098e-5
21	9068020	9469555	788	260	0	0	0	0	0	FALSE	1.30274328719615e-5	2.00601830016837e-5
22	9474990	10812417	2639	582	0	0	0	0	0	FALSE	1.61558372530733e-4	8.65645619461535e-5
