block	start	stop	num_variants	num_variants_in	num_variants_in_0.95	num_variants_in_0.5	num_CS95	num_variants_CS95	num_variants_in_CS95	risk	h2_beta_mean	h2_beta_sd
1	16495833	17349327	559	80	0	0	0	0	0	FALSE	2.93352278481765e-6	7.58178662118445e-6
2	17388627	17580813	537	117	0	0	0	0	0	FALSE	6.89808605735075e-6	1.68098039615458e-5
3	17581838	17738177	345	119	0	0	0	0	0	FALSE	5.22190029025787e-6	1.22896627446784e-5
4	17739511	17827684	131	48	0	0	0	0	0	FALSE	2.24655879192892e-6	8.28884622851946e-6
5	17829758	17861535	58	21	0	0	0	0	0	FALSE	1.25531957093638e-6	6.36096322918229e-6
6	17862268	17989378	375	84	0	0	0	0	0	FALSE	2.15460899397573e-6	5.35381113061281e-6
7	17990606	18256129	854	167	0	0	0	0	0	FALSE	1.06183866278198e-5	1.88521208980564e-5
8	18258344	18555681	963	278	0	0	0	0	0	FALSE	1.12912762669678e-5	1.63184865395167e-5
9	18562052	18652291	270	77	0	0	0	0	0	FALSE	3.59548485029289e-6	1.12104731591834e-5
10	18876630	19729424	2231	439	0	0	0	0	0	FALSE	1.51956028191705e-5	1.80749045044033e-5
11	19732685	20272957	1406	360	0	1	0	0	0	TRUE	1.88010554475197e-4	9.31995627275956e-5
12	20278529	20950328	511	99	0	0	0	0	0	FALSE	5.46511099540355e-6	1.28079521908191e-5
13	20954760	21340088	959	133	0	0	0	0	0	FALSE	5.12675081408106e-6	1.15423204803738e-5
14	21342811	21465331	268	89	0	0	0	0	0	FALSE	4.20370183828069e-6	1.21172095238665e-5
15	21798351	22400661	1037	186	0	0	0	0	0	FALSE	6.17950672478624e-6	1.10323307863923e-5
16	22401170	22754370	1353	206	0	0	0	0	0	FALSE	1.0379106817513e-5	1.83004114202744e-5
17	22760648	22878184	479	44	0	0	0	0	0	FALSE	1.23501667304565e-6	4.30322033924682e-6
18	22879141	23143636	398	58	0	0	0	0	0	FALSE	1.61939203124237e-6	4.92304749734671e-6
19	23164582	23240027	51	7	0	0	0	0	0	FALSE	2.23773410629448e-7	1.86814470940752e-6
20	23240316	23875059	1597	362	0	0	0	0	0	FALSE	1.16955788076073e-5	1.51865627713524e-5
21	23877733	23923488	121	38	0	0	0	0	0	FALSE	2.89436582950306e-6	1.09319403785415e-5
22	23925335	24205875	808	143	0	0	0	0	0	FALSE	4.54073976313756e-6	9.33565147641017e-6
23	24210218	25090370	1643	290	0	0	0	0	0	FALSE	1.13103709232616e-5	1.62048389986524e-5
24	25094148	25411668	791	214	0	0	0	0	0	FALSE	6.36107987280883e-6	1.00634225007541e-5
25	25442296	25661725	569	149	0	0	0	0	0	FALSE	7.86706986363425e-6	1.45641148423276e-5
26	25662513	26278468	1230	274	0	0	0	0	0	FALSE	1.02838491491684e-5	1.56683717641182e-5
27	26280462	26419672	268	76	0	0	0	0	0	FALSE	2.91362132714952e-6	7.79144508281309e-6
28	26420497	26792236	1084	301	0	0	0	0	0	FALSE	9.76365889505169e-6	1.41144293465327e-5
29	26792243	27198719	1175	330	0	0	0	0	0	FALSE	1.33705173028956e-5	1.7646690123318e-5
30	27200807	27296460	211	54	0	0	0	0	0	FALSE	1.6361070944837e-6	5.19592271142978e-6
31	27298098	27416197	469	141	0	0	0	0	0	FALSE	1.39235331405049e-5	3.05298908533278e-5
32	27418259	27653397	656	247	0	0	0	0	0	FALSE	2.13967178773038e-5	4.0577291396142e-5
33	27656655	27830921	594	186	0	0	0	0	0	FALSE	1.09278394863647e-5	1.928834801937e-5
34	27831342	28167421	1000	400	0	0	0	0	0	FALSE	1.54298685434834e-5	1.91753325814212e-5
35	28168252	29620176	2956	554	0	1	1	19	3	TRUE	1.99791723041025e-4	8.80533694712575e-5
36	29620286	31436822	4493	936	0	0	0	0	0	FALSE	7.89746505634449e-5	5.65587585912285e-5
37	31438687	32913778	4628	817	0	0	0	0	0	FALSE	3.67112374010361e-5	3.1073510224125e-5
38	32920099	32950277	97	33	0	0	0	0	0	FALSE	1.78291001830169e-6	7.19376967233391e-6
39	32950583	33508996	1369	394	0	0	0	0	0	FALSE	1.24512715960517e-5	1.44715520316572e-5
40	33512106	34067054	1497	365	0	0	0	0	0	FALSE	1.64687719628221e-5	2.08788330414387e-5
41	34068576	34356504	937	272	0	0	0	0	0	FALSE	1.11388602092385e-5	1.6912636855773e-5
42	34359717	35376084	3856	647	0	0	0	0	0	FALSE	2.3156079715925e-5	2.31483183081773e-5
43	35377002	35885798	1464	279	0	0	0	0	0	FALSE	4.32648325939971e-5	5.82507451165027e-5
44	35889624	35915388	65	20	0	0	0	0	0	FALSE	7.37279956196089e-7	4.06077622115439e-6
45	35915430	36664115	1599	379	0	0	0	0	0	FALSE	2.0558876295083e-5	2.65976902888984e-5
46	36668884	36948445	862	160	0	0	0	0	0	FALSE	8.83533599092998e-6	1.6188188559513e-5
47	36954559	37002653	80	36	0	0	0	0	0	FALSE	1.53908265588694e-6	5.84056230670482e-6
48	37005273	37246947	573	127	0	0	0	0	0	FALSE	9.09557840237714e-6	2.69549701987958e-5
49	37250859	37560170	858	263	0	0	0	0	0	FALSE	9.15362325415194e-6	1.35002142346605e-5
50	37560667	37679925	347	101	0	0	0	0	0	FALSE	4.32284040145961e-6	1.04774476768665e-5
51	37681986	37948322	585	169	0	0	0	0	0	FALSE	1.2947752027076e-5	2.24613300704339e-5
52	37949320	38708506	1557	340	0	0	0	0	0	FALSE	2.13442852862213e-5	2.47454443467717e-5
53	38710494	39353184	1301	284	0	0	0	0	0	FALSE	8.30653894148554e-5	7.39848510961821e-5
54	39358037	40098459	1509	411	0	0	0	0	0	FALSE	1.61553192240487e-5	1.85086601534061e-5
55	40098844	42871115	4705	878	0	1	1	53	3	TRUE	3.96788651320002e-4	1.25039769414428e-4
56	42872086	43649657	2169	460	1	3	2	18	4	TRUE	0.00323850066433929	3.30194491910924e-4
57	43649701	44322970	1904	472	0	0	0	0	0	FALSE	3.60191153454463e-5	3.73916159950942e-5
58	44323074	44415523	319	79	0	0	0	0	0	FALSE	6.04239439330825e-6	1.49003820998e-5
59	44416361	44499643	145	64	0	0	0	0	0	FALSE	2.75433294057967e-6	8.3621220152997e-6
60	44499859	44721664	552	189	0	0	0	0	0	FALSE	8.59294232549833e-6	1.60997310784694e-5
61	44722542	44994468	731	238	0	0	0	0	0	FALSE	7.81982276108269e-6	1.25461059395769e-5
62	44996319	45165859	549	185	0	0	0	0	0	FALSE	8.14350450816749e-6	1.6551714179455e-5
63	45169167	45457082	1042	309	0	0	0	0	0	FALSE	1.29630868884857e-5	1.82496665842701e-5
64	45457915	45894098	1186	282	0	0	0	0	0	FALSE	6.53782508527558e-5	6.21694791128436e-5
65	45897997	46352190	1265	374	0	0	0	0	0	FALSE	1.38433392247676e-5	1.70473291079794e-5
66	46353619	46511903	265	111	0	0	0	0	0	FALSE	3.88845045799946e-6	8.56883763134054e-6
67	46516055	46835338	712	140	0	0	0	0	0	FALSE	5.98202768561357e-6	1.26758184461527e-5
68	46837114	46916885	166	71	0	0	0	0	0	FALSE	3.30261598836792e-6	9.65473411514916e-6
69	46918701	47574382	1990	467	0	0	0	0	0	FALSE	2.37365231778478e-5	3.0098906495353e-5
70	47575528	47975475	828	262	0	0	0	0	0	FALSE	9.06692797752624e-6	1.34368355841336e-5
71	47979850	48270766	861	230	0	0	0	0	0	FALSE	8.29376074743216e-6	1.34315438357193e-5
72	48271771	48701826	1222	335	0	0	0	0	0	FALSE	1.23269827635955e-5	1.56125236018767e-5
73	48701985	48741798	119	40	0	0	0	0	0	FALSE	4.19846732889075e-6	1.38821708526295e-5
74	48742097	48970145	718	192	0	0	0	0	0	FALSE	8.46360158384449e-6	1.48624952153354e-5
75	48974388	49262840	1162	313	0	0	0	0	0	FALSE	1.6325882947076e-5	2.47600081781094e-5
76	49263108	49556238	1280	368	0	0	0	0	0	FALSE	2.24049856283037e-5	3.11422950134351e-5
77	49557359	49659772	477	116	0	0	0	0	0	FALSE	4.51871568660271e-6	9.94813860773863e-6
78	49660492	49839897	535	166	0	0	0	0	0	FALSE	6.39686254703586e-6	1.14106383679521e-5
79	49840871	50347997	1655	329	0	0	0	0	0	FALSE	1.04873289480369e-5	1.37563918841979e-5
80	50350418	51229805	2384	727	0	0	0	0	0	FALSE	3.66341439465741e-5	3.46629121952829e-5
