block	start	stop	num_variants	num_variants_in	num_variants_in_0.95	num_variants_in_0.5	num_CS95	num_variants_CS95	num_variants_in_CS95	risk	h2_beta_mean	h2_beta_sd
1	90127	1332768	3016	767	1	1	1	31	1	TRUE	3.53408022668469e-4	1.13987053606826e-4
2	1333929	1520234	641	196	0	0	0	0	0	FALSE	7.68241109152476e-6	1.55326489468894e-5
3	1524715	1746219	748	198	0	0	0	0	0	FALSE	6.20865795593832e-6	1.03692878310238e-5
4	1746952	2106619	1328	309	0	0	0	0	0	FALSE	9.33229541807162e-6	1.27788001217098e-5
5	2108090	2736706	2530	533	0	0	0	0	0	FALSE	1.92674009508714e-5	2.02599850673526e-5
6	2738294	3098405	1241	274	0	0	0	0	0	FALSE	1.37468459604488e-5	2.44200953630984e-5
7	3099351	3227125	611	161	0	0	0	0	0	FALSE	1.12830757821672e-5	2.31939616739593e-5
8	3229670	3350988	364	95	0	0	0	0	0	FALSE	3.19298581008619e-6	7.65463534536535e-6
9	3352233	3788702	1186	275	0	0	0	0	0	FALSE	1.42884530021211e-5	1.97520455673575e-5
10	3789086	3868392	189	56	0	0	0	0	0	FALSE	1.7174784701387e-6	5.25494500855369e-6
11	3868557	4235411	967	240	0	0	0	0	0	FALSE	8.75299941835716e-6	1.36980314980889e-5
12	4235648	4300712	171	42	0	0	0	0	0	FALSE	3.31135596795131e-6	1.20822880090561e-5
13	4301773	4573286	631	141	0	0	0	0	0	FALSE	7.30335723473352e-6	1.5624240073814e-5
14	4575439	5393944	3470	597	0	0	0	0	0	FALSE	4.02363683562193e-5	4.03801964629078e-5
15	5396328	6269855	2633	837	0	0	0	0	0	FALSE	8.65167990401368e-5	6.48405084219185e-5
16	6270511	6387130	266	98	0	0	0	0	0	FALSE	8.42171256016621e-6	2.26120740585711e-5
17	6389672	6616120	525	164	0	0	0	0	0	FALSE	5.964310117077e-6	1.09899067474903e-5
18	6618208	7622904	3345	920	0	0	0	0	0	FALSE	3.85529535393361e-5	3.16650833279965e-5
19	7623302	7653487	52	26	0	0	0	0	0	FALSE	7.51589976768089e-7	3.54370843974187e-6
20	7654501	8443513	2403	597	0	0	0	0	0	FALSE	2.2798091971375e-5	2.29438040652048e-5
21	8444689	8607075	589	149	0	0	0	0	0	FALSE	7.29180543640895e-6	1.42606348588777e-5
22	8607737	8925602	817	160	0	0	0	0	0	FALSE	8.99623415062535e-6	1.67987995651887e-5
23	8926204	10081419	3276	642	0	0	0	0	0	FALSE	3.41061835188922e-5	3.32993220526481e-5
24	10082118	10249791	422	116	0	0	0	0	0	FALSE	5.10437879680994e-6	1.17078373028514e-5
25	10249897	10541090	678	140	0	0	0	0	0	FALSE	5.15288685446071e-6	1.07606516723877e-5
26	10542851	11292972	1905	473	0	0	0	0	0	FALSE	1.79182210900843e-5	2.04980033286509e-5
27	11294546	11348623	148	50	0	0	0	0	0	FALSE	1.27013244018401e-6	3.85616672731319e-6
28	11349377	11857507	1249	333	0	0	0	0	0	FALSE	1.62777945443466e-5	2.13133367876392e-5
29	11861549	12386522	1352	332	0	0	0	0	0	FALSE	6.53491423798904e-5	6.07418883902474e-5
30	12387139	12586937	517	185	0	0	0	0	0	FALSE	7.33351067076608e-6	1.33189226546115e-5
31	12587105	12858372	706	240	0	0	0	0	0	FALSE	6.271411540398e-6	9.16505675303879e-6
32	12859844	13206401	937	260	0	0	0	0	0	FALSE	7.96344060746818e-6	1.15921369655525e-5
33	13207277	13781062	1531	497	0	0	0	0	0	FALSE	2.41324305896293e-5	2.78826985029383e-5
34	13782823	14005396	616	217	0	0	0	0	0	FALSE	8.12741446228382e-6	1.33996167940856e-5
35	14006391	14136185	473	112	0	0	0	0	0	FALSE	3.05311710909817e-6	6.77007306366094e-6
36	14136878	14412084	704	205	0	0	0	0	0	FALSE	1.13536813916893e-5	1.93906791404415e-5
37	14412879	14815459	1299	354	0	0	0	0	0	FALSE	1.53107171864956e-5	1.97303136428863e-5
38	14815729	15287567	1338	377	0	0	0	0	0	FALSE	1.20240769469846e-5	1.48754811158372e-5
39	15288617	15984035	1717	359	0	0	0	0	0	FALSE	1.68536302986999e-5	2.07199442576673e-5
40	15984144	16716623	1254	292	0	0	0	0	0	FALSE	1.24639888671167e-5	1.84418135501198e-5
41	16716700	17068112	1140	246	0	0	0	0	0	FALSE	7.66046006353663e-6	1.19194275000803e-5
42	17068128	18136543	2550	472	0	0	0	0	0	FALSE	1.51901494600969e-5	1.84723374095347e-5
43	18209384	18537960	996	304	0	0	0	0	0	FALSE	1.42833090307348e-5	2.07842263912448e-5
44	18538747	19572207	3686	637	0	0	0	0	0	FALSE	5.21939942288194e-5	4.87250367556649e-5
45	19572729	20614730	3716	725	0	0	0	0	0	FALSE	6.31049120238161e-5	5.71643353733921e-5
46	20618349	21314523	2025	406	0	0	0	0	0	FALSE	1.87474284533338e-5	2.20939794043755e-5
47	21314935	23364720	3714	877	0	0	0	0	0	FALSE	8.05998613836874e-5	6.15465425560855e-5
48	23367664	24492674	2592	464	0	0	0	0	0	FALSE	2.18278867140683e-5	2.53641683713979e-5
49	24492892	24627070	249	83	0	0	0	0	0	FALSE	4.44597042399911e-6	1.18165550989994e-5
50	24629653	24691079	193	26	0	0	0	0	0	FALSE	7.86961320033139e-7	3.65338339175869e-6
51	24694909	26018632	3850	775	0	0	0	0	0	FALSE	3.12101698781455e-5	2.9009428423219e-5
52	26023453	26798463	2904	296	0	0	0	0	0	FALSE	1.00647441764692e-5	1.40024593297383e-5
53	26801076	29013251	6599	1237	0	0	0	0	0	FALSE	1.30362575088865e-4	8.2242047794842e-5
54	29015065	29178725	546	88	0	0	0	0	0	FALSE	3.71671797743699e-6	9.22002906808098e-6
55	29179243	29490357	1151	308	0	0	0	0	0	FALSE	3.77504024854089e-5	5.26434466001296e-5
56	29490709	30230765	2278	479	0	0	0	0	0	FALSE	1.99612405674521e-5	2.21638711806025e-5
57	30233296	30285705	134	21	0	0	0	0	0	FALSE	8.13803079977774e-7	4.14417955606569e-6
58	30286263	30686263	780	178	0	0	0	0	0	FALSE	6.36870975748449e-6	1.10485708945742e-5
59	30690019	30915817	669	139	0	0	0	0	0	FALSE	7.22348845523671e-6	1.749080191146e-5
60	30918018	31907445	2093	381	0	0	0	0	0	FALSE	3.92163373174958e-5	4.37987425936118e-5
61	31908498	33660166	5364	826	0	0	0	0	0	FALSE	5.38635092028454e-5	4.41199656474177e-5
62	33660473	34237166	1603	397	0	0	0	0	0	FALSE	1.67190327060551e-5	2.10705509260614e-5
63	34237242	36018887	3334	638	0	0	0	0	0	FALSE	2.4327428478305e-5	2.46643914949944e-5
64	36020445	36205466	420	83	0	0	0	0	0	FALSE	3.24045397709346e-6	8.64164970044262e-6
65	36206258	36470948	1070	150	0	0	0	0	0	FALSE	5.5844067287032e-6	1.1151459004036e-5
66	36474822	36650587	574	92	0	0	0	0	0	FALSE	2.33723686937763e-6	5.43935682982474e-6
67	36653331	44070131	12000	1258	0	0	0	0	0	FALSE	4.33063828941172e-5	3.04506189916845e-5
68	44070357	47701724	6784	1194	1	1	1	4	1	TRUE	5.32820024541544e-4	1.60446389673752e-4
69	47966214	49814057	1664	438	0	0	0	0	0	FALSE	4.89343728447339e-5	4.98653981904108e-5
70	49818324	50837841	2859	621	0	0	0	0	0	FALSE	3.14101652051666e-5	3.2240149431701e-5
71	50839567	53146331	3345	680	1	1	1	1	1	TRUE	0.00493360970025671	3.86019360122998e-4
72	53147494	53602201	1273	311	0	0	0	0	0	FALSE	1.66598821749444e-5	2.23958585405168e-5
73	53605463	53919904	1150	212	0	0	0	0	0	FALSE	8.5413111159762e-6	1.46805907462113e-5
74	53923625	54689386	1854	364	0	0	0	0	0	FALSE	1.97647207831945e-5	2.71109327709532e-5
75	54695684	54839608	372	60	0	0	0	0	0	FALSE	2.01479494163275e-6	5.98283655005675e-6
76	54843187	56886629	6850	1163	0	0	0	0	0	FALSE	6.01059025894999e-5	4.24967876573429e-5
77	56886698	57034407	502	107	0	0	0	0	0	FALSE	7.4329046905626e-6	1.63469701922972e-5
78	57034926	60511752	11392	1296	0	0	0	0	0	FALSE	5.48621531204322e-5	3.79135356711472e-5
79	60514349	60603294	141	38	0	0	0	0	0	FALSE	1.0348069316879e-6	3.58827091524097e-6
80	60604883	61385731	1645	335	0	0	0	0	0	FALSE	1.07128666525301e-5	1.41951982022121e-5
81	61390152	62658720	3699	739	0	0	0	0	0	FALSE	4.10235809241096e-5	3.79092272563817e-5
82	62660140	64213025	3752	833	0	0	0	0	0	FALSE	4.097285446978e-5	3.58078148773594e-5
83	64213619	65947548	4546	778	0	0	0	0	0	FALSE	3.11271770955857e-5	2.69848483099882e-5
84	65947953	67550128	4539	706	0	0	0	0	0	FALSE	3.57187312117375e-5	3.49821956618446e-5
85	67551532	68626126	4148	580	0	0	0	0	0	FALSE	2.31795585181573e-5	2.42358636089427e-5
86	68626688	71134934	7004	1116	0	0	0	0	0	FALSE	7.34330668246326e-5	5.4653486751401e-5
87	71137461	71378059	626	177	0	0	0	0	0	FALSE	8.30661270861755e-6	1.44220628673357e-5
88	71380093	71627257	904	316	0	0	0	0	0	FALSE	1.29159184163657e-5	1.75165719893032e-5
89	71627954	72256640	1706	473	0	0	0	0	0	FALSE	2.18993581426159e-5	2.59827211268157e-5
90	72257760	72984697	2181	596	0	0	0	0	0	FALSE	2.36379993190425e-5	2.42202317519587e-5
91	72985208	73283718	640	212	0	0	0	0	0	FALSE	7.69312677493493e-6	1.22929573832857e-5
92	73284206	73333320	132	57	0	0	0	0	0	FALSE	2.35000746155439e-6	7.21896568549629e-6
93	73335773	73508256	429	165	0	0	0	0	0	FALSE	7.5659079504378e-6	1.4835424675453e-5
94	73508791	77138713	6175	1027	0	0	0	0	0	FALSE	3.98145192118007e-5	3.17118904559515e-5
95	77140034	77683224	803	237	0	0	0	0	0	FALSE	9.27165909345531e-6	1.40318551944634e-5
96	77684766	77916608	363	106	0	0	0	0	0	FALSE	5.09058357199508e-6	1.18445144402178e-5
97	77918114	78706536	1908	344	0	0	0	0	0	FALSE	1.25439348201006e-5	1.67172328944487e-5
98	78709083	79208056	1117	305	0	0	0	0	0	FALSE	1.16611570303457e-5	1.6386460336754e-5
99	79209073	79958541	1676	359	0	0	0	0	0	FALSE	1.92389771261391e-5	2.70011394800888e-5
100	79959887	80026507	138	48	0	0	0	0	0	FALSE	1.86525031288824e-6	6.55295071205117e-6
101	80026583	80876651	2039	653	0	0	0	0	0	FALSE	4.65867837373408e-5	4.25323197749051e-5
