block	start	stop	num_variants	num_variants_in	num_variants_in_0.95	num_variants_in_0.5	num_CS95	num_variants_CS95	num_variants_in_CS95	risk	h2_beta_mean	h2_beta_sd
1	33161	347884	589	119	0	0	0	0	0	FALSE	5.34383848751376e-6	1.24362716737875e-5
2	351004	496088	461	144	0	0	0	0	0	FALSE	3.10535967830767e-5	4.5095632985399e-5
3	496180	614449	218	97	0	0	0	0	0	FALSE	3.67281449099478e-6	9.57859745992242e-6
4	614955	905537	912	165	0	0	0	0	0	FALSE	6.22036093057212e-6	1.15479814806366e-5
5	907094	1038880	238	71	0	0	0	0	0	FALSE	2.47034389851719e-6	7.00113692126551e-6
6	1040133	1933861	2003	387	0	0	0	0	0	FALSE	3.37823273947892e-5	4.840266465497e-5
7	1977713	2035831	193	47	0	0	0	0	0	FALSE	2.3224767224243e-6	7.66202796790121e-6
8	2036121	2206683	399	134	0	0	0	0	0	FALSE	3.76941674379853e-6	8.08804779156587e-6
9	2211104	2898861	1839	383	0	0	0	0	0	FALSE	2.22505411565159e-5	2.83406506383758e-5
10	2900639	3134826	609	169	0	0	0	0	0	FALSE	5.72807539607559e-6	1.14390779956561e-5
11	3137441	3348267	622	135	0	0	0	0	0	FALSE	7.10336240481916e-6	1.96211342276801e-5
12	3350197	3423265	182	56	0	0	0	0	0	FALSE	5.66591773155574e-6	1.59321726095502e-5
13	3424358	3522076	111	55	0	0	0	0	0	FALSE	3.09018797645564e-6	9.95184731292291e-6
14	3527141	3611504	158	54	0	0	0	0	0	FALSE	1.69449566127667e-6	5.38582824346519e-6
15	3612331	3725837	201	50	0	0	0	0	0	FALSE	2.01368975742755e-6	6.76954306137338e-6
16	3726127	4041041	552	195	0	0	0	0	0	FALSE	7.12886885239481e-6	1.38898664499921e-5
17	4041428	4204048	404	102	0	0	0	0	0	FALSE	4.18885703457638e-6	1.02296492620134e-5
18	4204552	4344105	311	89	0	0	0	0	0	FALSE	4.3475791795653e-6	1.08711179087994e-5
19	4345856	4381526	94	24	0	0	0	0	0	FALSE	8.21849157735828e-7	3.47408991371485e-6
20	4382993	4443753	167	54	0	0	0	0	0	FALSE	1.38757042643544e-6	4.27313091703955e-6
21	4444996	4769229	937	192	0	0	0	0	0	FALSE	6.2489671681135e-6	1.16324533061421e-5
22	4769953	5198900	949	251	0	0	0	0	0	FALSE	1.11834994302224e-5	1.76654169650287e-5
23	5199545	5316070	333	50	0	0	0	0	0	FALSE	2.00822104823371e-6	6.19757717855138e-6
24	5316672	5350084	80	20	0	0	0	0	0	FALSE	4.88211491222447e-7	2.4269280841195e-6
25	5350886	5568396	476	153	0	0	0	0	0	FALSE	7.71167584467018e-6	1.48779416905897e-5
26	5570218	5992498	1106	357	0	0	0	0	0	FALSE	1.66768556000435e-5	2.20468648724467e-5
27	5995622	6030842	126	33	0	0	0	0	0	FALSE	3.95366823504758e-6	1.49804595809669e-5
28	6033403	6482886	818	212	0	0	0	0	0	FALSE	8.66996261276785e-6	1.47017733472539e-5
29	6486442	6565864	196	65	0	0	0	0	0	FALSE	5.25303858682622e-6	1.99149422275987e-5
30	6566469	6839199	598	137	0	0	0	0	0	FALSE	4.84084236628458e-6	1.01055026103898e-5
31	6843259	7089885	556	194	0	0	0	0	0	FALSE	6.30758907235146e-6	1.20570828936586e-5
32	7094612	7132086	61	22	0	0	0	0	0	FALSE	9.99312594590331e-7	5.49169406421635e-6
33	7132587	7172523	63	19	0	0	0	0	0	FALSE	9.3964760664505e-7	5.29877582831159e-6
34	7176535	7372802	442	108	0	0	0	0	0	FALSE	3.85906583401698e-6	9.08066255826223e-6
35	7375182	8415381	2754	622	0	0	0	0	0	FALSE	2.00420772821595e-5	1.98261260363122e-5
36	8417484	8713965	824	275	0	0	0	0	0	FALSE	1.19403248233511e-5	1.75389236611917e-5
37	8715631	8784723	122	36	0	0	0	0	0	FALSE	1.39957283495094e-6	5.87861524828935e-6
38	8785167	9810523	3004	776	0	0	0	0	0	FALSE	3.09974153837831e-5	2.67874363589675e-5
39	9812314	10115555	718	260	0	0	0	0	0	FALSE	9.70330195237622e-6	1.57877902519264e-5
40	10116926	10153660	78	29	0	0	0	0	0	FALSE	1.01226635359042e-6	4.42639512537017e-6
41	10156438	10398595	703	231	0	0	0	0	0	FALSE	1.32572166186459e-5	2.20453390701506e-5
42	10398673	10668136	649	155	0	0	0	0	0	FALSE	7.22823393573637e-6	1.35798334925929e-5
43	10668356	11075734	1285	325	0	0	0	0	0	FALSE	9.93311587295079e-6	1.31712680609722e-5
44	11076642	11235189	289	100	0	0	0	0	0	FALSE	6.56392627626261e-6	1.63509850756874e-5
45	11235768	11878506	1677	334	0	0	0	0	0	FALSE	1.66137281443362e-5	2.71520034361648e-5
46	11878535	13448684	4201	830	0	0	0	0	0	FALSE	3.15734696783494e-5	2.65573386478612e-5
47	13448856	13569920	366	113	0	0	0	0	0	FALSE	3.31579866015532e-6	7.39662199273476e-6
48	13573068	14355737	1998	391	0	0	0	0	0	FALSE	4.29633586554259e-5	5.6840452442158e-5
49	14361638	19920951	3163	505	0	0	0	0	0	FALSE	2.02269075371479e-5	2.2101660889439e-5
50	19924481	19994344	123	46	0	0	0	0	0	FALSE	2.21918733009483e-6	8.41601858227519e-6
51	19995753	21623416	2997	540	0	0	0	0	0	FALSE	2.39171343288882e-5	2.46602938679555e-5
52	21629887	21848948	371	119	0	0	0	0	0	FALSE	4.94666588911822e-6	1.03588562767645e-5
53	21849024	22746183	1986	476	0	0	0	0	0	FALSE	6.76792793582091e-5	7.39821239021799e-5
54	22748720	22997640	476	147	0	0	0	0	0	FALSE	6.82426329019499e-6	1.40402223799149e-5
55	23000716	24093429	2486	614	0	0	0	0	0	FALSE	3.58175213311596e-5	3.71123739813061e-5
56	24094171	24340007	532	189	0	0	0	0	0	FALSE	8.03388014338715e-6	1.36726191912952e-5
57	24340614	25302059	2177	507	0	0	0	0	0	FALSE	2.02501568335847e-5	2.28456824184729e-5
58	25302948	27231766	4325	727	0	0	0	0	0	FALSE	3.65346971011772e-5	3.47203080576586e-5
59	27234577	30263492	7323	1356	0	0	0	0	0	FALSE	5.36324249259187e-5	3.54749530721016e-5
60	30265178	32074738	3637	639	0	0	0	0	0	FALSE	2.86572406026131e-5	2.72609178016789e-5
61	32076237	33018819	1817	381	0	0	0	0	0	FALSE	1.31328481756854e-5	1.64811752877943e-5
62	33020686	33861415	1964	374	0	0	0	0	0	FALSE	1.49970545664639e-5	1.89338814505479e-5
63	33863402	35074482	2221	538	0	0	0	0	0	FALSE	2.61089334572004e-5	2.717680188558e-5
64	35075250	36061550	2152	478	0	0	0	0	0	FALSE	1.440252651725e-5	1.59663049684793e-5
65	36061917	37684774	3096	635	0	0	0	0	0	FALSE	2.19448982608094e-5	2.14171591164459e-5
66	37686676	39410982	4747	906	0	0	0	0	0	FALSE	4.03674111273889e-5	3.31741172394197e-5
67	39412979	39465814	245	27	0	0	0	0	0	FALSE	1.47925922750395e-6	7.40617911714912e-6
68	39466539	41150167	3932	647	0	0	0	0	0	FALSE	2.4695932314873e-5	2.33298265135922e-5
69	41154089	42606091	3393	809	0	0	0	0	0	FALSE	2.51310982930462e-5	2.16541898626928e-5
70	42606925	43896480	3224	741	0	0	0	0	0	FALSE	2.79903551350046e-5	2.55519937503699e-5
71	43896996	43963417	91	43	0	0	0	0	0	FALSE	1.7428235057603e-6	6.33301823259604e-6
72	43964431	44239104	655	233	0	0	0	0	0	FALSE	8.60356000451e-6	1.51267295710935e-5
73	44242186	45548696	3353	684	0	0	0	0	0	FALSE	1.060101008011e-4	7.03681497699078e-5
