block	start	stop	num_variants	num_variants_in	num_variants_in_0.95	num_variants_in_0.5	num_CS95	num_variants_CS95	num_variants_in_CS95	risk	h2_beta_mean	h2_beta_sd
1	19314950	20953597	1965	407	0	0	0	0	0	FALSE	2.75651733307217e-5	3.27359477856553e-5
2	20955277	21051854	195	79	0	0	0	0	0	FALSE	3.5475848006301e-6	1.06661948895862e-5
3	21052259	21168084	351	125	0	0	0	0	0	FALSE	5.99582486337851e-6	1.32563306424679e-5
4	21172469	21284104	391	112	0	0	0	0	0	FALSE	4.25498007147968e-6	9.87930041375959e-6
5	21286642	21513536	441	158	0	0	0	0	0	FALSE	1.70006252128707e-5	3.07827713253761e-5
6	21515246	21587921	145	62	0	0	0	0	0	FALSE	2.21951097113062e-6	7.05813011523052e-6
7	21589630	21631426	116	36	0	0	0	0	0	FALSE	1.30915323223388e-6	5.17818530931611e-6
8	21632431	22001514	641	133	0	0	0	0	0	FALSE	5.98607387678986e-6	1.24792188495903e-5
9	22002626	22494738	1861	314	0	0	0	0	0	FALSE	1.19562404064892e-5	1.63132000717681e-5
10	22496029	22763063	1223	190	0	0	0	0	0	FALSE	8.42451887324117e-6	1.49794520427944e-5
11	22764676	23249539	1336	341	0	0	0	0	0	FALSE	1.07747957986415e-5	1.39324100071473e-5
12	23251130	23598976	645	223	1	1	1	1	1	TRUE	1.90594677666905e-4	8.4551237119544e-5
13	23605973	23989818	842	277	0	0	0	0	0	FALSE	2.14256863345748e-5	2.87722154808494e-5
14	23990163	24071960	56	28	0	0	0	0	0	FALSE	4.02507337086683e-6	1.51761170495393e-5
15	24073039	24245000	424	90	0	0	0	0	0	FALSE	3.78421008354363e-6	1.10713183972185e-5
16	24248511	26135270	5167	1044	0	0	0	0	0	FALSE	5.89542923508238e-5	5.40294428249928e-5
17	26136246	26390929	443	83	0	0	0	0	0	FALSE	2.94586605640092e-6	7.54645902123679e-6
18	26393496	26682032	661	149	0	0	0	0	0	FALSE	7.12694354093291e-6	1.41473053882098e-5
19	26682168	27715048	2230	457	0	0	0	0	0	FALSE	1.82924807034935e-5	2.18050849371776e-5
20	27718427	28466823	2061	305	0	0	0	0	0	FALSE	1.21476171145792e-5	1.97947847834035e-5
21	28467026	29915551	3100	589	0	0	0	0	0	FALSE	2.17024770941048e-5	2.12789716532916e-5
22	29916395	30827412	1574	409	0	0	0	0	0	FALSE	1.26377976323628e-5	1.49548923354609e-5
23	30828766	31341385	1190	233	0	0	0	0	0	FALSE	7.26806134596936e-6	1.15982607074035e-5
24	31349470	32415102	2199	327	0	0	0	0	0	FALSE	1.96233943218916e-5	2.87324149476226e-5
25	32416405	33034852	1186	370	0	0	0	0	0	FALSE	1.53660942354976e-5	2.10586784132511e-5
26	33037822	33442637	910	238	0	0	0	0	0	FALSE	3.56503304273221e-5	4.61112658735783e-5
27	33445453	33535637	217	71	0	0	0	0	0	FALSE	2.3214453334916e-6	6.50016125649581e-6
28	33536896	34165193	1410	552	0	0	0	0	0	FALSE	2.04607277021068e-5	2.13674598802686e-5
29	34166509	34232881	181	58	0	0	0	0	0	FALSE	2.83210322302983e-6	8.8197031173072e-6
30	34233894	34591495	793	277	0	0	0	0	0	FALSE	1.24174337366585e-5	1.91110400198706e-5
31	34591760	34810720	613	144	0	0	0	0	0	FALSE	5.32651817463256e-6	1.0224918220183e-5
32	34813775	36456323	4020	701	0	0	0	0	0	FALSE	2.77860730486509e-5	2.54730819504408e-5
33	36458373	37180822	1770	373	0	1	0	0	0	TRUE	3.14797502651043e-4	1.11077778006726e-4
34	37183614	37278964	208	33	0	0	0	0	0	FALSE	1.16800719831324e-6	4.4399286000904e-6
35	37280489	37310353	53	9	0	0	0	0	0	FALSE	3.52473417748803e-7	2.62856570785858e-6
36	37310551	38711065	3202	543	0	1	0	0	0	FALSE	2.80060454701872e-4	1.37024454003236e-4
37	38713443	40338517	3782	687	0	0	0	0	0	FALSE	2.91428067106128e-5	2.81041708521798e-5
38	40341369	43137218	9735	1081	0	0	0	0	0	FALSE	4.39551382864157e-5	3.24800104535969e-5
39	43140336	43192241	95	30	0	0	0	0	0	FALSE	8.13515172380179e-7	3.32547873900457e-6
40	43195515	44618868	4520	638	0	0	0	0	0	FALSE	2.56340904850189e-5	2.48145881044954e-5
41	44620246	47457998	6618	979	0	0	0	0	0	FALSE	3.59107649136267e-5	2.85098381116722e-5
42	47459419	49302228	5879	969	0	0	0	0	0	FALSE	5.89070756309098e-5	5.46380880175903e-5
43	49305982	50506316	2476	539	0	0	0	0	0	FALSE	2.83541798669465e-5	3.01930881205364e-5
44	50507257	51343599	1851	374	0	0	0	0	0	FALSE	1.15151411611447e-4	7.98513683626474e-5
45	51343765	51413257	235	58	0	0	0	0	0	FALSE	2.24950532399264e-6	6.73146569090394e-6
46	51413424	52078105	1744	475	0	0	0	0	0	FALSE	1.64573991071537e-5	1.82178503440476e-5
47	52079515	52242196	266	70	0	0	0	0	0	FALSE	3.89577564334532e-6	1.09817023288343e-5
48	52243338	52433115	601	165	0	0	0	0	0	FALSE	6.08811510628843e-6	1.08958832278257e-5
49	52434055	54164036	4548	845	0	1	1	35	3	TRUE	5.57081268653518e-4	1.39079024578559e-4
50	54164706	54289367	204	63	0	0	0	0	0	FALSE	3.33864196826056e-6	9.37168187320034e-6
51	54290797	54357638	174	35	0	0	0	0	0	FALSE	1.90958149638228e-6	7.44369392076242e-6
52	54358137	55105573	1536	326	0	0	0	0	0	FALSE	2.52550561438804e-5	3.06894054012281e-5
53	55106918	55165272	124	51	0	0	0	0	0	FALSE	3.22887333099065e-6	1.03089217211967e-5
54	55167049	56391608	3001	480	0	0	0	0	0	FALSE	7.8779263839876e-5	6.24115856086104e-5
55	56393744	56949485	1245	264	0	0	0	0	0	FALSE	9.97313699471068e-6	1.51489760069371e-5
56	56951450	57180779	638	161	0	0	0	0	0	FALSE	9.77585390045885e-6	1.74931489983786e-5
57	57180858	57461137	619	184	0	0	0	0	0	FALSE	6.83723650623347e-6	1.19856579572164e-5
58	57461457	58450742	2438	495	0	0	0	0	0	FALSE	2.1755741381486e-5	2.57921595116139e-5
59	58451211	59134382	1081	294	0	0	0	0	0	FALSE	2.31657705383233e-5	2.98437028924922e-5
60	59137500	61681942	5839	1040	0	0	0	0	0	FALSE	1.02677556000544e-4	7.16677352220603e-5
61	61682062	61859316	377	120	0	1	0	0	0	FALSE	1.27551224481574e-4	8.27650510754689e-5
62	61860252	62509126	1685	407	0	0	0	0	0	FALSE	1.36017485308857e-5	1.70681861570799e-5
63	62510006	63161568	2052	419	0	0	0	0	0	FALSE	1.5595898788517e-5	1.83132572972036e-5
64	63168434	63764057	1397	328	0	0	0	0	0	FALSE	2.57784312288947e-5	3.72927672597199e-5
65	63771027	65649970	4639	882	0	0	0	0	0	FALSE	5.76344997426151e-5	4.60667670100691e-5
66	65652777	66289350	1606	234	0	0	0	0	0	FALSE	1.39727639379175e-5	2.23043156916397e-5
67	66292007	67990324	5220	579	0	0	0	0	0	FALSE	3.04425493610233e-5	3.40870304365094e-5
68	67993042	69071823	2187	458	0	1	0	0	0	TRUE	3.07746896524418e-4	1.14215660852651e-4
69	69071936	70326908	2657	633	0	2	1	23	2	FALSE	3.63949687663761e-4	1.23546905352925e-4
70	70328030	71131092	2588	482	0	0	0	0	0	TRUE	1.96965007159188e-4	8.67066843514053e-5
71	71131827	71348604	707	134	0	0	0	0	0	FALSE	5.51531973955959e-6	1.18943197729428e-5
72	71349884	72888427	3981	726	0	0	0	0	0	FALSE	2.7085201860952e-5	2.38786426705693e-5
73	72892087	73042679	266	91	0	0	0	0	0	FALSE	2.74058818068278e-6	6.53556600668433e-6
74	73047484	75790435	6238	1187	0	0	0	0	0	FALSE	6.44340162632246e-5	4.5722611592427e-5
75	75794875	75873533	224	61	0	0	0	0	0	FALSE	2.31431976698055e-6	6.47205095142301e-6
76	75879406	75942923	124	58	0	0	0	0	0	FALSE	1.87228086000443e-6	6.53037884207236e-6
77	75944702	76870818	2169	574	0	0	0	0	0	FALSE	2.11512302191706e-5	2.11266967158306e-5
78	76871125	77007594	429	130	0	0	0	0	0	FALSE	7.87535876022618e-6	1.89883713121354e-5
79	77008368	77388607	1080	242	0	0	0	0	0	FALSE	9.09998065650673e-6	1.39821173806958e-5
80	77392069	77603593	389	129	0	0	0	0	0	FALSE	1.08807306156962e-5	2.16889437793659e-5
81	77604358	79217473	4706	1031	0	0	0	0	0	FALSE	3.73610195173587e-5	2.88490701708916e-5
82	79217851	79666657	940	192	0	0	0	0	0	FALSE	8.1357663913523e-6	1.41066677778183e-5
83	79666931	80999842	2857	650	0	0	0	0	0	FALSE	5.45386370951929e-5	5.13413620611083e-5
84	81000534	81803839	2095	370	0	0	0	0	0	FALSE	1.53486799549235e-5	1.99837248407066e-5
85	81807069	83261245	3518	790	0	0	0	0	0	FALSE	3.23064025593974e-5	2.87136097617515e-5
86	83261763	84086070	2527	506	0	0	0	0	0	FALSE	1.67622699177543e-5	1.69771122211454e-5
87	84086981	85565605	3899	733	0	0	0	0	0	FALSE	3.1680971211971e-5	2.81031143782434e-5
88	85566856	86645107	2663	529	0	0	0	0	0	FALSE	2.43189275806939e-5	2.51455576455899e-5
89	86647766	87503147	2565	528	0	0	0	0	0	FALSE	2.37436893767253e-5	2.4499752073235e-5
