block	start	stop	num_variants	num_variants_in	num_variants_in_0.95	num_variants_in_0.5	num_CS95	num_variants_CS95	num_variants_in_CS95	risk	h2_beta_mean	h2_beta_sd
1	45440	880777	2377	651	0	0	0	0	0	FALSE	2.65431004935541e-5	2.53247196829544e-5
2	882273	1100738	603	171	0	0	0	0	0	FALSE	1.15715368415464e-5	2.12069047170977e-5
3	1100839	1386844	956	270	0	0	0	0	0	FALSE	1.06316603608419e-5	1.53754311186572e-5
4	1387660	1919789	1901	466	0	0	0	0	0	FALSE	2.03387765476324e-5	2.36156788641021e-5
5	1921556	2169707	542	193	0	0	0	0	0	FALSE	8.51289311814713e-6	1.46414557878335e-5
6	2170607	2623615	1544	465	0	0	0	0	0	FALSE	2.60124600230556e-5	2.93810869707433e-5
7	2623744	2852747	596	204	0	0	0	0	0	FALSE	6.13105449270676e-6	1.04791346295092e-5
8	2853392	3574470	1569	371	0	0	0	0	0	FALSE	8.72368726262182e-5	6.20636797466731e-5
9	3576434	3763952	477	152	0	0	0	0	0	FALSE	4.84943257796646e-6	9.28087898416613e-6
10	3764400	3990459	489	194	0	0	0	0	0	FALSE	7.27423668220852e-6	1.25947772810945e-5
11	3992353	4378305	1152	379	0	0	0	0	0	FALSE	1.91449520076523e-5	2.47800251550578e-5
12	4380650	4497022	287	113	0	0	0	0	0	FALSE	7.64075284620837e-6	1.60778471477481e-5
13	4499945	4943454	1236	304	0	0	0	0	0	FALSE	3.18990079616296e-5	4.36538138374697e-5
14	4952378	5440929	906	224	0	0	0	0	0	FALSE	7.99347760811489e-6	1.24574492243397e-5
15	5441681	6858440	3632	950	0	0	0	0	0	FALSE	6.08327050001689e-5	4.95528982876291e-5
16	6860317	7231855	1308	291	0	0	0	0	0	FALSE	1.15575345318598e-5	1.90791795297878e-5
17	7234107	7375925	574	128	0	0	0	0	0	FALSE	3.39438170810252e-6	6.85967084689531e-6
18	7376457	7765559	1159	307	0	0	0	0	0	FALSE	9.78606795452101e-6	1.30232837584599e-5
19	7768590	8236105	1275	346	0	0	0	0	0	FALSE	1.312277128473e-5	1.7197882558099e-5
20	8236865	8782666	1921	442	0	0	0	0	0	FALSE	2.15997665085625e-5	2.69193788531443e-5
21	8783029	8894013	342	106	0	0	0	0	0	FALSE	4.59003800852379e-6	1.08549147292543e-5
22	8894396	9068153	658	202	0	0	0	0	0	FALSE	1.13637193285299e-5	1.94835907904977e-5
23	9069548	9164597	212	69	0	0	0	0	0	FALSE	3.91478915328105e-6	1.06985288843426e-5
24	9165730	9907092	2148	559	0	0	0	0	0	FALSE	1.83635514301179e-5	1.90163424071653e-5
25	9907987	10473181	1838	438	0	0	0	0	0	FALSE	1.29855509715047e-5	1.50766019158381e-5
26	10476858	10675827	748	173	0	0	0	0	0	FALSE	6.48336432380029e-6	1.20279049712975e-5
27	10676317	12275319	5481	889	0	0	0	0	0	FALSE	4.08375847869601e-5	3.31236548853376e-5
28	12275962	12791031	1752	363	0	0	0	0	0	FALSE	1.26646538387884e-5	1.62526594505239e-5
29	12794742	13507443	1331	387	0	0	0	0	0	FALSE	1.8967219270329e-5	2.68873235188635e-5
30	13509181	14342353	1945	581	0	0	0	0	0	FALSE	2.39938768002092e-5	2.4551492502484e-5
31	14342890	14838514	1403	551	0	0	0	0	0	FALSE	3.06120782065529e-5	3.19492057942422e-5
32	14839278	14897030	122	44	0	0	0	0	0	FALSE	2.07276395787646e-6	8.06178399829088e-6
33	14898161	15085796	435	105	0	0	0	0	0	FALSE	3.98772333793566e-6	9.07575772303858e-6
34	15085993	16242560	3079	719	0	0	0	0	0	FALSE	4.59062677979889e-5	4.5878297626399e-5
35	16243083	16659259	836	252	0	0	0	0	0	FALSE	1.10655262577891e-5	1.69365373034354e-5
36	16659863	17611222	2996	499	0	0	0	0	0	FALSE	1.85964393481008e-5	2.12352662293022e-5
37	17613440	18657967	2753	654	0	0	0	0	0	TRUE	1.47681690693404e-4	7.50475056301556e-5
38	18661683	18761672	293	118	0	0	0	0	0	FALSE	4.13419035159889e-6	9.86622706126369e-6
