block	start	stop	num_variants	num_variants_in	num_variants_in_0.95	num_variants_in_0.5	num_CS95	num_variants_CS95	num_variants_in_CS95	risk	h2_beta_mean	h2_beta_sd
1	10572	395708	810	158	0	0	0	0	0	FALSE	7.21505261335452e-6	1.56024248183518e-5
2	402263	1679435	4637	792	0	0	0	0	0	FALSE	3.0509862843213e-5	2.70951954970095e-5
3	1680498	2232743	1616	427	0	0	0	0	0	FALSE	2.20389328106292e-5	2.73203179807642e-5
4	2234114	2680172	1110	322	0	0	0	0	0	FALSE	1.14121865224225e-5	1.52406218720168e-5
5	2680710	3116379	1314	402	0	0	0	0	0	FALSE	2.72817661716671e-5	3.60066295473103e-5
6	3116502	3648396	1422	312	0	0	0	0	0	FALSE	1.27392607705585e-5	1.80506037325701e-5
7	3650467	3910929	710	189	0	0	0	0	0	FALSE	8.96717858757365e-6	1.66619406538241e-5
8	3912856	4146785	547	119	0	0	0	0	0	FALSE	4.44408610024876e-6	1.00412610088223e-5
9	4149434	4290848	293	56	0	0	0	0	0	FALSE	2.3488534159513e-6	7.7577795900754e-6
10	4291164	4821442	1415	279	0	0	0	0	0	FALSE	1.06304195393536e-5	1.5435799272797e-5
11	4821951	5528755	1601	274	0	0	0	0	0	FALSE	9.17881264097878e-6	1.34056536667433e-5
12	5529462	5707313	489	119	0	0	0	0	0	FALSE	3.97644597676301e-6	8.79372726576345e-6
13	5708764	6363082	1926	440	0	0	0	0	0	FALSE	1.82819313100093e-5	2.0834362795055e-5
14	6364180	6941731	1444	297	0	0	0	0	0	FALSE	1.00643168612537e-5	1.44242223662272e-5
15	6944051	7078481	166	59	0	0	0	0	0	FALSE	2.30984598748926e-6	7.33641268496479e-6
16	7081787	7567667	999	237	0	0	0	0	0	FALSE	9.2716861036834e-6	1.43930408857569e-5
17	7571859	7958572	960	165	0	0	0	0	0	FALSE	5.74086937995407e-6	1.07675745139008e-5
18	7958628	8099758	227	48	0	0	0	0	0	FALSE	2.65156046853519e-6	8.59419716558671e-6
19	8099923	8230798	279	70	0	0	0	0	0	FALSE	2.33812797482342e-6	6.21379358105739e-6
20	8230888	8574287	575	148	0	0	0	0	0	FALSE	7.2515030622209e-6	1.61904124046127e-5
21	8575874	8620059	95	34	0	0	0	0	0	FALSE	4.98344825865227e-5	6.06599883444033e-5
22	8622171	8686462	65	27	0	0	0	0	0	FALSE	8.3954688982563e-7	3.79550009587044e-6
23	8689849	8981388	653	187	0	0	0	0	0	FALSE	6.9185896015224e-6	1.26985789066452e-5
24	8982985	9800964	1450	275	0	0	0	0	0	FALSE	1.40269468789309e-5	2.00206524985577e-5
25	9801778	9907624	281	52	0	0	0	0	0	FALSE	1.797111152884e-6	5.80530606668966e-6
26	9908010	10484041	1853	462	0	0	1	53	5	TRUE	2.00748220798495e-4	8.0926380955628e-5
27	10489290	10614726	282	81	0	0	0	0	0	FALSE	2.24967085551984e-6	5.80652704200639e-6
28	10615833	11014738	1428	224	0	1	1	161	2	TRUE	4.71547957972804e-4	1.23617518126221e-4
29	11018001	11101043	239	89	0	0	0	0	0	FALSE	4.86907829112066e-6	1.34458510842047e-5
30	11104883	11787239	1794	403	0	0	0	0	0	FALSE	3.70534205249608e-5	4.21418477038586e-5
31	11788056	11993848	448	177	0	0	0	0	0	FALSE	1.01549902590879e-5	2.60769578227858e-5
32	11996680	12725251	1771	538	0	0	0	0	0	FALSE	3.00004660590143e-5	3.19541969611798e-5
33	12725402	13069331	774	185	0	0	0	0	0	FALSE	5.74388806523713e-6	1.00553077022087e-5
34	13069683	13623232	1713	192	0	0	0	0	0	FALSE	8.62682017071427e-6	1.47685015254393e-5
35	13623831	14693290	3088	513	0	0	0	0	0	FALSE	1.98584823336249e-5	2.14840530884401e-5
36	14695412	16121910	3304	704	0	1	0	0	0	FALSE	1.34145029548846e-4	9.42324781118074e-5
37	16121992	16252390	343	119	0	0	0	0	0	FALSE	4.49458768751703e-6	1.07232390523642e-5
38	16252603	16549538	491	133	0	0	0	0	0	FALSE	4.78477769788496e-6	1.06480996539919e-5
39	16551889	17128085	1420	273	0	0	0	0	0	FALSE	1.58400065331685e-5	2.39563841500421e-5
40	17129589	18227760	2923	571	0	0	0	0	0	FALSE	2.32834611411076e-5	2.41718003141275e-5
41	18229255	18647868	1722	347	0	0	0	0	0	FALSE	1.44152391757063e-5	1.90866057594003e-5
42	18648838	20712153	5687	1367	0	0	0	0	0	FALSE	1.07210498203509e-4	7.13381623633805e-5
43	20713697	20753637	135	54	0	0	0	0	0	FALSE	1.67579587635911e-6	5.69066293087989e-6
44	20754096	20852312	376	104	0	0	0	0	0	FALSE	5.01537491899261e-6	1.13734338388095e-5
45	20852411	21619301	1616	413	0	1	1	5	2	TRUE	6.0866691730043e-4	1.39905496031232e-4
46	21619537	23118826	2706	577	0	0	0	0	0	FALSE	2.67478202918676e-5	2.75884675013779e-5
47	23120295	23217813	179	47	0	0	0	0	0	FALSE	2.15859053820849e-6	9.06271929633145e-6
48	23224350	23703051	1229	320	0	0	0	0	0	FALSE	1.40274465039908e-5	1.93524144107587e-5
49	23703915	25768518	5019	914	0	0	0	0	0	FALSE	5.37473322974298e-5	4.42680161359739e-5
50	25771477	26773867	1966	457	0	0	0	0	0	FALSE	2.45856740687236e-5	3.37117214036237e-5
51	26774018	28671677	3100	665	0	0	0	0	0	FALSE	5.10387786512996e-5	4.47627817133505e-5
52	28672112	28800027	358	96	0	0	0	0	0	FALSE	2.98080225581736e-6	7.41650571056989e-6
53	28800661	29807890	2570	603	0	0	0	0	0	FALSE	2.33629422185805e-5	2.28423113188375e-5
54	29808174	30424357	1157	301	0	0	0	0	0	FALSE	1.53783951515229e-5	2.33122575118648e-5
55	30425647	31009306	1801	379	0	0	0	0	0	FALSE	1.58530870964252e-5	2.18268931276411e-5
56	31013370	31451881	1307	281	0	0	0	0	0	FALSE	1.50552334590463e-5	2.10333294229862e-5
57	31454632	31541415	138	47	0	0	0	0	0	FALSE	1.22708754194573e-6	4.23402334522504e-6
58	31541435	33127490	3935	879	0	0	0	0	0	FALSE	2.90417881484574e-5	2.33949346792783e-5
59	33127928	33632697	1795	430	0	0	0	0	0	FALSE	1.43947596101283e-5	1.67720036095757e-5
60	33636865	33667872	83	23	0	0	0	0	0	FALSE	7.17891067741011e-7	3.62315864596266e-6
61	33668178	33704123	91	41	0	0	0	0	0	FALSE	1.46806502550318e-6	6.04825894683581e-6
62	33704785	34014829	877	224	0	0	0	0	0	FALSE	9.931134752828e-6	1.71432924124149e-5
63	34017917	34278101	1103	178	0	0	0	0	0	FALSE	7.2716623650961e-6	1.29277163619101e-5
64	34278292	34886468	1745	338	0	0	0	0	0	FALSE	1.12591098676444e-5	1.39495289907438e-5
65	34888796	35605442	2029	385	0	0	0	0	0	FALSE	1.57753209723704e-5	2.01908763439731e-5
66	35612694	36563380	3620	589	0	0	0	0	0	FALSE	2.60447451578676e-5	2.68962285257917e-5
67	36563451	36935570	832	297	0	0	0	0	0	FALSE	1.97249572134507e-5	2.60793157814379e-5
68	36936288	37816428	2537	549	0	0	0	0	0	FALSE	2.94123293824998e-5	2.92040527205838e-5
69	37818985	38024127	545	151	0	0	0	0	0	FALSE	1.4373667409625e-5	2.57512434643916e-5
70	38025672	38734743	1995	478	0	0	0	0	0	FALSE	1.48249069073636e-5	1.64302308862391e-5
71	38735100	39863210	2267	492	0	0	0	0	0	FALSE	1.41500553930111e-5	1.55827359886045e-5
72	39864242	40625847	2115	549	0	0	0	0	0	FALSE	2.55282244110439e-5	2.59542165395033e-5
73	40626646	42084399	3664	795	0	0	0	0	0	FALSE	2.96061559216188e-5	2.72636622778334e-5
74	42089979	42335899	714	133	0	0	0	0	0	FALSE	1.09364500404697e-5	2.28801715404259e-5
75	42336943	43313840	1879	502	0	0	0	0	0	FALSE	1.63193347695782e-4	8.92600871949972e-5
76	43314000	43361389	110	35	0	0	0	0	0	FALSE	3.13205735288319e-6	9.92857578724155e-6
77	43361450	45111192	4243	920	0	2	1	9	4	TRUE	8.84621079346254e-4	1.85673979562109e-4
78	45112544	45410448	892	322	0	0	0	0	0	FALSE	9.36581192787564e-6	1.21238781475633e-5
79	45410463	46015635	1461	444	0	0	0	0	0	FALSE	2.14954369705127e-5	2.6378768291749e-5
80	46015851	46481831	1315	481	0	0	0	0	0	FALSE	1.63737178744351e-5	1.91697319388071e-5
81	46485481	47054981	1465	392	0	0	0	0	0	FALSE	1.75113031288327e-5	2.17665314587035e-5
82	47056688	47465107	1289	381	0	1	0	0	0	FALSE	8.0291034560233e-5	6.85296758902285e-5
83	47468102	47805229	870	276	0	0	0	0	0	FALSE	8.98740898790041e-6	1.32018298992012e-5
84	47806079	49011274	2902	778	0	0	0	0	0	FALSE	3.52952464650866e-5	3.15365409103062e-5
85	49013655	50817595	5283	1142	0	0	0	0	0	FALSE	6.0111113423603e-5	4.37793180680419e-5
